Hospital,Manufacturer,Division,EDI,Manufacturer Catalog Number,Product Description,List price,Prior price,Contracted price,Cap construct price,Provisional price,Unitof measure,UOM quantity,StartDate,EndDate,Use provisional price
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.89,130 DEG ADULT OSTEOTOMY PLATE 95MM,0,516.6,516.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.934,3.5MM LCP  PROXIMAL TIBIA PLATE 4 HOLES/81MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.935,3.5MM LCP  PROXIMAL TIBIA PLATE 4 HOLES/81MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.936,3.5MM LCP  PROXIMAL TIBIA PLATE 6 HOLES/107MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.937,3.5MM LCP  PROXIMAL TIBIA PLATE 6 HOLES/107MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.938,3.5MM LCP  PROXIMAL TIBIA PLATE 8 HOLES/133MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.939,3.5MM LCP  PROXIMAL TIBIA PLATE 8 HOLES/133MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.94,3.5MM LCP  PROXIMAL TIBIA PLATE 10 HOLES/159MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.941,3.5MM LCP  PROXIMAL TIBIA PLATE 10 HOLES/159MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.942,3.5MM LCP  PROXIMAL TIBIA PLATE 12 HOLES/185MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.943,3.5MM LCP  PROXIMAL TIBIA PLATE 12 HOLES/185MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.944,3.5MM LCP  PROXIMAL TIBIA PLATE 14 HOLES/211MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.945,3.5MM LCP  PROXIMAL TIBIA PLATE 14 HOLES/211MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.946,3.5MM LCP  PROXIMAL TIBIA PLATE 16 HOLES/237MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.947,3.5MM LCP  PROXIMAL TIBIA PLATE 16 HOLES/237MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.954,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 4H/RIGHT 93MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.955,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 4H/LEFT 93MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.956,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 6H/RIGHT 119MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.957,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 6H/LEFT 119MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.958,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 8H/RIGHT 145MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.959,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 8H/LEFT 145MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.96,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 10H/RIGHT 171MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.961,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 10H/LEFT 171MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.962,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 12H/RIGHT 197MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.963,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 12H/LEFT 197MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.964,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 14H/RIGHT 223MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.965,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 14H/LEFT 223MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.966,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 16H/RIGHT 249MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.967,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 16H/LEFT 249MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.968,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 18H/RIGHT 275MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.969,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 18H/LEFT 275MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.97,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 20H/RIGHT 301MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.971,3.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 20H/LEFT 301MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.984,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 4H/RIGHT 106MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.985,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 4H/LEFT 106MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.986,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 6H/RIGHT 142MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.987,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 6H/LEFT 142MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.988,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 8H/RIGHT 178MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.989,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 8H/LEFT 178MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.99,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 10H/RIGHT 214MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.991,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 10H/LEFT 214MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.992,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 12H/RIGHT 250MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.993,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 12H/LEFT 250MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.994,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 14H/RIGHT 286MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.995,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 14H/LEFT 286MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.996,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 16H/RIGHT 322MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,239.997,4.5MM LCP  MEDIAL PROXIMAL TIBIA PLATE 16H/LEFT 322MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.019,3.5MM/4.5MM WASHER,0,47.48,47.48,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.036,4.5MM LCP PROXIMAL TIBIA PLATE 4 HOLES/82MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.037,4.5MM LCP PROXIMAL TIBIA PLATE 4 HOLES/82MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.038,4.5MM LCP PROXIMAL TIBIA PLATE 6 HOLES/118MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.039,4.5MM LCP PROXIMAL TIBIA PLATE 6 HOLES/118MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.04,4.5MM LCP PROXIMAL TIBIA PLATE 8 HOLES/154MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.041,4.5MM LCP PROXIMAL TIBIA PLATE 8 HOLES/154MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.042,4.5MM LCP PROXIMAL TIBIA PLATE 10 HOLES/190MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.043,4.5MM LCP PROXIMAL TIBIA PLATE 10 HOLES/190MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.044,4.5MM LCP PROXIMAL TIBIA PLATE 12 HOLES/226MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.045,4.5MM LCP PROXIMAL TIBIA PLATE 12 HOLES/226MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.046,4.5MM LCP PROXIMAL TIBIA PLATE 14 HOLES/262MM-RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.047,4.5MM LCP PROXIMAL TIBIA PLATE 14 HOLES/262MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.082,3.5MM LCP(TM) PILON PLATE 7 HOLES,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.083,3.5MM LCP(TM) PILON PLATE 9 HOLES,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.141,4.5MM LCP  T-PLATE 4 HOLES 83MM,0,546.88,546.88,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.161,4.5MM LCP  T-PLATE 6 HOLES 115MM,0,627.37,627.37,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,240.181,4.5MM LCP  T-PLATE 8 HOLES 147MM,0,724.01,724.01,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.007,3.5MM PROXIMAL TIBIA PLATE 6 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.031,3.5MM LCP T-PLATE 3H HEAD/ 3H SHAFT/52MM-OBLIQUE RIGHT,0,318.06,318.06,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.041,3.5MM LCP T-PLATE 3H HEAD/ 4H SHAFT/63MM-OBLIQUE RIGHT,0,332.94,332.94,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.051,3.5MM LCP T-PLATE 3H HEAD/ 5H SHAFT/74MM-OBLIQUE RIGHT,0,347.78,347.78,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.061,3.5MM LCP T-PLATE 3H HEAD/ 6H SHAFT/85MM-OBLIQUE RIGHT,0,372.8,372.8,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.071,3.5MM LCP T-PLATE 3H HEAD/ 7H SHAFT/96MM-OBLIQUE RIGHT,0,377.5,377.5,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.081,3.5MM LCP T-PLATE 3H HEAD/ 8H SHAFT/107MM-OBLIQUE RIGHT,0,409.93,409.93,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.131,3.5MM LCP T-PLATE 3H HEAD/ 3H SHAFT/50MM-RIGHT ANGLE,0,284.32,284.32,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.132,3.5MM LCP-T-PLATE 4H HEAD/ 3H SHAFT/50MM-RIGHT ANGLE,0,291.75,291.75,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.14,PLATE RIGHT ANGLE T 56X10X1.2MM STAINLESS STEEL 3.5MM SCREW SMALL FRAGMENT SET 4 HOLE HEAD 4 HOLE SHAFT LC-DCP BONE NONSTERILE,0,112.44,112.44,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.141,3.5MM LCP T-PLATE 4H HEAD/ 4H SHAFT/56MM-RIGHT ANGLE,0,293.08,293.08,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.142,3.5MM LCP T-PLATE 3H HEAD/ 4H SHAFT/57MM-RIGHT ANGLE,0,302.53,302.53,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.151,3.5MM LCP T-PLATE 3H HEAD/ 5H SHAFT/67MM-RIGHT ANGLE,0,322.84,322.84,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.152,3.5MM LCP T-PLATE 4H HEAD/ 5H SHAFT/67MM-RIGHT ANGLE,0,332.25,332.25,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.16,PLATE T RIGHT ANGLE 75X10X1.2MM SS 3.5MM SCREW SMALL FRAG SET 4 HOLE HEAD 6 HOLE SHAFT LC-DCP BONE NS,0,159.6,159.6,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.161,3.5MM LCP T-PLATE 4H HEAD/ 6H SHAFT/78MM-RIGHT ANGLE,0,376.16,376.16,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.162,3.5MM LCP T-PLATE 3H HEAD/ 6H SHAFT/77MM-RIGHT ANGLE,0,386.27,386.27,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.171,3.5MM LCP T-PLATE 3H HEAD/ 7H SHAFT/87MM-RIGHT ANGLE,0,471.41,471.41,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.172,3.5MM LCP T-PLATE 4H HEAD/ 7H SHAFT/89MM-RIGHT ANGLE,0,469.37,469.37,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.181,3.5MM LCP T-PLATE 3H HEAD/ 8H SHAFT/97MM-RIGHT ANGLE,0,564.59,564.59,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.182,3.5MM LCP T-PLATE 4H HEAD/ 8H SHAFT/100MM-RIGHT ANGLE,0,562.58,562.58,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.32,ONE-THIRD TUBULAR PLATE WITH COLLAR 2 HOLES/25MM,0,47.41,47.41,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.33,ONE-THIRD TUBULAR PLATE WITH COLLAR 3 HOLES/37MM,0,48.69,48.69,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.331,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 3 HOLES/33MM,0,134.69,134.69,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.34,ONE-THIRD TUBULAR PLATE WITH COLLAR 4 HOLES/49MM,0,55.98,55.98,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.341,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 4 HOLES/45MM,0,156.39,156.39,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.35,ONE-THIRD TUBULAR PLATE WITH COLLAR 5 HOLES/61MM,0,55.98,55.98,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.351,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 5 HOLES/57MM,0,151.49,151.49,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.36,ONE-THIRD TUBULAR PLATE WITH COLLAR 6 HOLES/73MM,0,58.28,58.28,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.361,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 6 HOLES/69MM,0,151.49,151.49,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.37,ONE-THIRD TUBULAR PLATE WITH COLLAR 7 HOLES/85MM,0,58.28,58.28,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.371,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 7 HOLES/81MM,0,154.99,154.99,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.38,ONE-THIRD TUBULAR PLATE WITH COLLAR 8 HOLES/97MM,0,60.5,60.5,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.381,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 8 HOLES/93MM,0,162.98,162.98,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.39,ONE-THIRD TUBULAR PLATE WITH COLLAR 9 HOLES/109MM,0,62.01,62.01,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.391,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 9 HOLES/105MM,0,162.82,162.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.4,ONE-THIRD TUBULAR PLATE WITH COLLAR 10 HOLES/121MM,0,62.01,62.01,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.401,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 10 HOLES/117MM,0,162.82,162.82,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.42,ONE-THIRD TUBULAR PLATE WITH COLLAR 12 HOLES/145MM,0,64.89,64.89,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.421,LCP ONE-THIRD TUBULAR PLATE WITH COLLAR 12 HOLES/141MM,0,168.25,168.25,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.44,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 5 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.441,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 5 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.442,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 7 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.443,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 7 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.444,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 9 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.445,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 9 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.446,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 11 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.447,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 11 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.448,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 13 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.449,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 13 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.45,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 15 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.451,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 15 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.452,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 17 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.453,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 17 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.454,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 19 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.455,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 19 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.456,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 21 HOLES/RIGHT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.457,3.5MM LCP  ANTEROLATERAL DISTAL TIBIA PL 21 HOLES/LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.901,3.5MM LCP  PROXIMAL HUMERUS PLATE-STANDARD 3H SHAFT/90MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.903,3.5MM LCP  PROXIMAL HUMERUS PLATE-STANDARD 5H SHAFT/114MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.918,3.5MM LCP  PROXIMAL HUMERUS PLATE-LONG 5H SHAFT/142MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.919,3.5MM LCP  PROXIMAL HUMERUS PLATE-LONG 6H SHAFT/160MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.921,3.5MM LCP  PROXIMAL HUMERUS PLATE-LONG 8H SHAFT/196MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.923,3.5MM LCP  PROXIMAL HUMERUS PLATE-LONG 10H SHAFT/232MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.925,3.5MM LCP  PROXIMAL HUMERUS PLATE-LONG 12H SHAFT/268MM,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.931,3.5MM LCP T-PLATE 3H HEAD/ 3H SHAFT/52MM-OBLIQUE LEFT,0,318.75,318.75,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.941,3.5MM LCP T-PLATE 3H HEAD/ 4H SHAFT/63MM-OBLIQUE LEFT,0,334.29,334.29,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.951,3.5MM LCP T-PLATE 3H HEAD/ 5H SHAFT/74MM-OBLIQUE LEFT,0,349.15,349.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.961,3.5MM LCP T-PLATE 3H HEAD/ 6H SHAFT/85MM-OBLIQUE LEFT,0,374.15,374.15,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.971,3.5MM LCP T-PLATE 3H HEAD/ 7H SHAFT/96MM-OBLIQUE LEFT,0,378.19,378.19,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,241.981,3.5MM LCP T-PLATE 3H HEAD/ 8H SHAFT/107MM-OBLIQUE LEFT,0,411.29,411.29,0,0,EA,1,6/30/2023,6/30/2026,No
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,242.102,4.5MM LCP  PROXIMAL FEMUR PLATE 2 HOLES/139MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,242.104,4.5MM LCP  PROXIMAL FEMUR PLATE 4 HOLES/175MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,242.106,4.5MM LCP  PROXIMAL FEMUR PLATE 6 HOLES/211MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,242.108,4.5MM LCP  PROXIMAL FEMUR PLATE 8 HOLES/247MM-LEFT,0,1,,,,,,,,
Northwest Specialty Hospital,DePuy Synthes,Ortho Hip,,242.11,4.5MM LCP  PROXIMAL FEMUR PLATE 10 HOLES/283MM-LEFT,0,1,,,,,,,,
